queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,Regulation,RealFC,PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,subjectid,ID,subjectlength,Alignment_vs_S_SeqLength,subjectdescription,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon1,taxon2,taxon3,taxon4,taxon5,taxon6,Taxonomy,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
Salix_HiSeq_c597700_g3_i2|m.1,Salix_HiSeq_c597700_g3_i2,8,58,0.23,0.83,Treatment,7.38,0.97,100,0.00E+00,872,100,421,99.76,tr|C8C166|C8C166_9BACT,C8C166,420,100.00,Beta-lactamase,GO:0030288;GO:0008800;GO:0017001;GO:0046677,PF00144;PF00144,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|C8C166|C8C166_9BACT;gi|254966781|gb|ACT97394.1|,Bacteria;mixed culture bacterium AX_gF3SD01_01,872;872,100;100,"[('bacterium', 1), ('culture', 1), ('beta-lactamase', 1), ('Beta-lactamase', 1), ('[mixed', 1)]",Beta-lactamase;AmpC-EcolK12 beta-lactamase [mixed culture bacterium AX_gF3SD01_01],GO:0030288;GO:0008800;GO:0017001;GO:0046677,PF00144;PF00144,0,0,0,0,0
Salix_HiSeq_c593447_g1_i4|m.1,Salix_HiSeq_c593447_g1_i4,7,63,0.19,0.77,Treatment,8.66,0.98,100,0.00E+00,734,100,353,99.72,tr|W0FQG1|W0FQG1_9BACT,W0FQG1,352,100.00,Cyclic pyranopterin monophosphate synthase,GO:0019008;GO:0051539;GO:0061597;GO:0005525;GO:0046872;GO:0006777,PF06463;PF04055,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|W0FQG1|W0FQG1_9BACT;gi|571052054|gb|AHF25729.1|;sp|P30745|MOAA_ECOLI,Bacteria;uncultured bacterium Contigcl_48;Escherichia coli,734;734;686,100;100;93,"[('pyranopterin', 2), ('monophosphate', 2), ('Cyclic', 2), ('synthase', 2), ('Contigcl_48]', 1)]",Cyclic pyranopterin monophosphate synthase;molybdenum cofactor biosynthesis protein A [uncultured bacterium Contigcl_48];Cyclic pyranopterin monophosphate synthase,GO:0019008;GO:0051539;GO:0061597;GO:0005525;GO:0046872;GO:0006777;0;GO:0005829;GO:0019008;GO:0032324;GO:0009408,PF06463;PF04055;0;PF06463;PF04055,0,0;ecj:JW0764;eco:b0781,0,0;K03639,0
Salix_HiSeq_c600836_g4_i7|m.10,Salix_HiSeq_c600836_g4_i7,18,154,0.18,0.83,Treatment,9.27,0.98,100,2.00E-109,320,100,157,99.36,gi|446873153|ref|WP_000950409.1|,446873153,156,100.00,MULTISPECIES: DUF1456 domain-containing protein [Bacteria],0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,gi|446873153|ref|WP_000950409.1|;sp|P33355|YEHS_ECOLI;tr|K4XES7|K4XES7_ECOLX,Bacteria;Escherichia coli;Escherichia coli,320;320;320,100;100;100,"[('Uncharacterized', 2), ('MULTISPECIES:', 1), ('domain-containing', 1), ('YehS', 1), ('DUF1456', 1)]",MULTISPECIES: DUF1456 domain-containing protein [Bacteria];Uncharacterized protein YehS;Uncharacterized protein,0,PF07308;PF07308,0,ecj:JW2112;eco:b2124,0,0,0
Salix_HiSeq_c601605_g4_i3|m.11,Salix_HiSeq_c601605_g4_i3,9,75,0.08,0.43,Treatment,11.26,0.99,100,9.00E-72,221,100,110,99.09,gi|446129135|ref|WP_000206990.1|,446129135,109,100.00,MULTISPECIES: DUF446 domain-containing protein [Bacteria],0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,gi|446129135|ref|WP_000206990.1|;sp|Q46919|YQCC_ECOLI;tr|A0A0E1ZZP2|A0A0E1ZZP2_ECOLX,Bacteria;Escherichia coli;Escherichia coli,221;221;221,100;100;100,"[('Uncharacterized', 2), ('YqcC', 1), ('MULTISPECIES:', 1), ('domain-containing', 1), ('[Bacteria]', 1)]",MULTISPECIES: DUF446 domain-containing protein [Bacteria];Uncharacterized protein YqcC;Uncharacterized protein,GO:0044010,PF04287;PF04287,0,ecj:JW2763;eco:b2792,0,0,0
Salix_HiSeq_c601605_g4_i6|m.11,Salix_HiSeq_c601605_g4_i6,16,154,0.18,0.81,Treatment,8.88,0.99,100,9.00E-72,221,100,110,99.09,gi|446129135|ref|WP_000206990.1|,446129135,109,100.00,MULTISPECIES: DUF446 domain-containing protein [Bacteria],0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,gi|446129135|ref|WP_000206990.1|;sp|Q46919|YQCC_ECOLI;tr|A0A0E1ZZP2|A0A0E1ZZP2_ECOLX,Bacteria;Escherichia coli;Escherichia coli,221;221;221,100;100;100,"[('Uncharacterized', 2), ('YqcC', 1), ('MULTISPECIES:', 1), ('domain-containing', 1), ('[Bacteria]', 1)]",MULTISPECIES: DUF446 domain-containing protein [Bacteria];Uncharacterized protein YqcC;Uncharacterized protein,GO:0044010,PF04287;PF04287,0,ecj:JW2763;eco:b2792,0,0,0
Salix_HiSeq_c593259_g1_i2|m.1,Salix_HiSeq_c593259_g1_i2,92,19,20.50,3.06,Control,0.14,1.00,99.39,1.00E-112,333,99,169,96.45,tr|Q5J0A5|Q5J0A5_9BACT,Q5J0A5,271,60.15,"Ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (Fragment)",GO:0000287,PF00016;PF00016,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|Q5J0A5|Q5J0A5_9BACT;gi|50542730|gb|AAT78630.1|,Bacteria;uncultured bacterium,333;333,99;99,"[('carboxylase/oxygenase', 2), ('large', 2), ('subunit,', 1), ('(Fragment)', 1), ('partial', 1)]","Ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (Fragment);ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial [uncultured bacterium]",GO:0000287,PF00016;PF00016,0,0,0,0,0
Salix_HiSeq_c602175_g1_i1|m.9,Salix_HiSeq_c602175_g1_i1,9,73,0.11,0.52,Treatment,9.27,0.98,100,2.00E-92,279,100,135,100.00,tr|W0FPH4|W0FPH4_9BACT,W0FPH4,256,52.73,Right origin-binding protein,GO:0043565;GO:0003700;GO:0006351,PF06445;PF12833,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|W0FPH4|W0FPH4_9BACT;gi|535086780|gb|EQS33216.1|;sp|P0ACI2|ROB_SHIFL,Bacteria;Escherichia coli HVH 149 (4-4451880);Shigella,279;280;278,100;100;99,"[('origin-binding', 3), ('Right', 2), ('HVH', 1), ('(4-4451880)]', 1), ('149', 1)]",Right origin-binding protein;right origin-binding protein [Escherichia coli HVH 149 (4-4451880)];Right origin-binding protein,GO:0043565;GO:0003700;GO:0006351;0;GO:0043565;GO:0003700,PF06445;PF12833;0;PF06445;PF12833,0,0;sfl:SF4428;sfx:S4699,0,0;K05804,0
Salix_HiSeq_c578482_g1_i4|m.1,Salix_HiSeq_c578482_g1,25,151,10.07,35.85,Treatment,2.89,0.95,89.29,1.00E-05,48,85,224,37.50,tr|L7VXV7|L7VXV7_9BACT,L7VXV7,52,53.85,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|L7VXV7|L7VXV7_9BACT;tr|E9HWS5|E9HWS5_DAPPU,,48;48,85;84,"[('uncharacterized', 1), ('Putative', 1), ('Uncharacterized', 1)]",Uncharacterized protein;Putative uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c601231_g1_i1|m.5,Salix_HiSeq_c601231_g1_i1,2,25,0.04,0.47,Treatment,18.48,1.00,62.96,1.00E-09,61,55,114,47.37,tr|K1YN95|K1YN95_9BACT,K1YN95,121,44.63,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|K1YN95|K1YN95_9BACT;gi|406877731|gb|EKD26869.1|,Bacteria;uncultured bacterium,61;61,55;55,"[('[uncultured', 1), ('ACD_79C00986G0001', 1), ('bacterium]', 1), ('hypothetical', 1), ('Uncharacterized', 1)]",Uncharacterized protein;hypothetical protein ACD_79C00986G0001 [uncultured bacterium],0,0,0,0,0,0,0
Salix_HiSeq_c601231_g1_i2|m.5,Salix_HiSeq_c601231_g1_i2,5,51,0.23,0.84,Treatment,7.37,0.99,62.96,1.00E-09,61,55,114,47.37,tr|K1YN95|K1YN95_9BACT,K1YN95,121,44.63,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria,tr|K1YN95|K1YN95_9BACT;gi|406877731|gb|EKD26869.1|,Bacteria;uncultured bacterium,61;61,55;55,"[('[uncultured', 1), ('ACD_79C00986G0001', 1), ('bacterium]', 1), ('hypothetical', 1), ('Uncharacterized', 1)]",Uncharacterized protein;hypothetical protein ACD_79C00986G0001 [uncultured bacterium],0,0,0,0,0,0,0
Salix_HiSeq_c573034_g3_i1|m.1,Salix_HiSeq_c573034_g3,1,41,0.20,6.51,Treatment,42.15,1.00,83.33,2.00E-13,64,86,406,26.60,tr|D0TLK8|D0TLK8_9BACE,D0TLK8,84,42.86,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,tr|D0TLK8|D0TLK8_9BACE,,64,86,"[('Uncharacterized', 1)]",Uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c589771_g6_i1|m.1,Salix_HiSeq_c589771_g6,2,541,0.67,97.87,Treatment,139.28,1.00,71.05,2.00E-06,50,50,284,40.14,tr|A7V4G3|A7V4G3_BACUN,A7V4G3,62,61.29,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,tr|A7V4G3|A7V4G3_BACUN;tr|E0Y0T8|E0Y0T8_9SPHI;tr|A6BL09|A6BL09_9FIRM;tr|A6BL10|A6BL10_9FIRM;tr|A6BKY6|A6BKY6_9FIRM,,50;49;58;58;57,50;48;45;44;43,"[('Uncharacterized', 4), ('uncharacterized', 1), ('Putative', 1)]",Uncharacterized protein;Putative uncharacterized protein;Uncharacterized protein;Uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c586017_g1_i1|m.1,Salix_HiSeq_c586017_g1,7,54,1.90,7.90,Treatment,5.87,0.99,61.11,2.00E-33,126,51,379,99.74,tr|K0WU71|K0WU71_9PORP,K0WU71,181,69.61,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella,tr|K0WU71|K0WU71_9PORP;tr|K0WTB3|K0WTB3_9PORP,,126;125,51;50,"[('Uncharacterized', 2)]",Uncharacterized protein;Uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c564649_g1_i1|m.1,Salix_HiSeq_c564649_g1,1,89,0.82,29.37,Treatment,30.81,1.00,66,3.00E-11,65,65,214,70.09,tr|D3IN37|D3IN37_9BACT,D3IN37,156,32.05,Uncharacterized protein (Fragment),0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,tr|D3IN37|D3IN37_9BACT,,65,65,"[('(Fragment)', 1), ('Uncharacterized', 1)]",Uncharacterized protein (Fragment),0,0,0,0,0,0,0
Salix_HiSeq_c592947_g4_i3|m.1,Salix_HiSeq_c592947_g4_i3,41,0,10.72,0.00,Control,0.00,1.00,68.29,1.00E-30,120,71,112,73.21,tr|A0A0L6TBY5|A0A0L6TBY5_9BURK,A0A0L6TBY5,296,27.70,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,0,PF00288,PTHR20861:SF2,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Methylibium,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Methylibium,tr|A0A0L6TBY5|A0A0L6TBY5_9BURK;gi|913635028|gb|KNZ33657.1|,Methylibium;Methylibium sp. NZG,120;120,71;71,"[('kinase', 2), ('4-diphosphocytidyl-2C-methyl-D-erythritol', 1), ('[Methylibium', 1), ('sp.', 1), ('NZG]', 1)]",4-diphosphocytidyl-2-C-methyl-D-erythritol kinase;4-diphosphocytidyl-2C-methyl-D-erythritol kinase [Methylibium sp. NZG],0,PF00288,PTHR20861:SF2,0,0,0,0
Salix_HiSeq_c592947_g3_i1|m.1,Salix_HiSeq_c592947_g3,48,5,24.94,0.89,Control,0.03,1.00,73.24,2.00E-25,105,74,213,100.00,tr|I0HMH6|I0HMH6_RUBGI,I0HMH6,293,23.21,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0050515; GO:0005524; GO:0019288; GO:0016114,PF00288,PTHR20861:SF2, rge:RGE_08720; ,0, K00919; ,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Rubrivivax,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Rubrivivax,tr|I0HMH6|I0HMH6_RUBGI;tr|F3LTT0|F3LTT0_9BURK,,105;103,74;71,"[('4-diphosphocytidyl-2-C-methyl-D-erythritol', 2), ('kinase', 2)]",4-diphosphocytidyl-2-C-methyl-D-erythritol kinase;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0050515;GO:0005524;GO:0019288;GO:0016114;GO:0050515;GO:0016114,PF00288;PF00288,PTHR20861:SF2;PTHR20861:SF2,rge:RGE_08720,0,K00919,0
Salix_HiSeq_c582480_g2_i8|m.1,Salix_HiSeq_c582480_g2,11,3,3.53,0.99,Control,0.31,1.00,92.54,4.00E-35,126,94,355,56.62,tr|I0HS08|I0HS08_RUBGI,I0HS08,67,100.00,50S ribosomal protein L35,GO:0005840; GO:0003735; GO:0006412,PF01632,0, rge:RGE_24540; ,0, K02916; ,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Rubrivivax,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Rubrivivax,tr|I0HS08|I0HS08_RUBGI;tr|F5XVV6|F5XVV6_RAMTT;sp|A1TR37|RL35_ACIAC;tr|I4MNX5|I4MNX5_9BURK;sp|B1XYZ5|RL35_LEPCP;tr|F3LPZ2|F3LPZ2_9BURK;tr|K0I2G6|K0I2G6_9BURK;tr|I4Z6D9|I4Z6D9_9BURK;tr|C5T3R1|C5T3R1_ACIDE;tr|E8TR09|E8TR09_ALIDB,,126;125;125;126;123;123;122;122;122;121,94;93;93;93;90;89;88;88;88;87,"[('L35', 10), ('50S', 10), ('ribosomal', 10)]",50S ribosomal protein L35;50S ribosomal protein L35;50S ribosomal protein L35,GO:0005840;GO:0003735;GO:0006412;GO:0005840;GO:0006412,PF01632;PF01632;PF01632,0,rge:RGE_24540;rta:Rta_17790;aav:Aave_2857;0;lch:Lcho_1747;ack:C380_14205;adn:Alide_2511 ;,0,K02916;K02916;0 ;,0
Salix_HiSeq_c96461_g1_i1|m.1,Salix_HiSeq_c96461_g1,21,3,9.81,0.50,Control,0.04,1.00,61.29,2.00E-14,76,66,234,79.49,tr|A2SMF8|A2SMF8_METPP,A2SMF8,428,14.49,Membrane-fusion protein,GO:0016020; GO:0009306,0,0, mpt:Mpe_A3794; ,0, K13408; ,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Methylibium,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Methylibium,tr|A2SMF8|A2SMF8_METPP,,76,66,"[('Membrane-fusion', 1)]",Membrane-fusion protein,GO:0016020;GO:0009306,0,0,mpt:Mpe_A3794 ;,0,K13408 ;,0
Salix_HiSeq_c599279_g3_i1|m.1,Salix_HiSeq_c599279_g3_i1,15,2,4.79,0.71,Control,0.15,1.00,94.37,2.00E-89,283,96,142,100.00,tr|A2SLA7|A2SLA7_METPP,A2SLA7,606,23.43,"methanol dehydrogenase protein, large subunit",GO:0016020;GO:0005509;GO:0016614,PF13360,0,mpt:Mpe_A3393,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Methylibium,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Methylibium,tr|A2SLA7|A2SLA7_METPP;gi|835393149|ref|WP_047488412.1|,Methylibium;Methylibium sp. CF059,283;283,96;96,"[('methanol', 2), ('dehydrogenase', 2), ('CF059]', 1), ('Putative', 1), ('[Methylibium', 1)]","Putative methanol dehydrogenase protein, large subunit;methanol dehydrogenase [Methylibium sp. CF059]",GO:0016020;GO:0005509;GO:0016614,PF13360,0,mpt:Mpe_A3393,0,0,0
Salix_HiSeq_c570566_g2_i2|m.1,Salix_HiSeq_c570566_g2,2,17,0.30,3.16,Treatment,15.28,0.98,70.21,3.00E-11,68,73,494,28.54,tr|A2SHU2|A2SHU2_METPP,A2SHU2,166,28.31,Osmotically inducible periplasmic protein,0,PF04972,0, mpt:Mpe_A2175; ,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Methylibium,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Methylibium,tr|A2SHU2|A2SHU2_METPP,,68,73,"[('Osmotically', 1), ('periplasmic', 1), ('inducible', 1)]",Osmotically inducible periplasmic protein,0,PF04972,0,mpt:Mpe_A2175 ;,0,0,0
Salix_HiSeq_c540402_g1_i1|m.1,Salix_HiSeq_c540402_g1,116,3,37.84,0.57,Control,0.01,1.00,75,2.00E-05,47,77,220,38.18,tr|B1N6K0|B1N6K0_9PROT,B1N6K0,49,57.14,Putative uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria,tr|B1N6K0|B1N6K0_9PROT;tr|C9YEF0|C9YEF0_9BURK;tr|B6BUI8|B6BUI8_9PROT,,47;49;47,77;73;73,"[('Putative', 3), ('uncharacterized', 3)]",Putative uncharacterized protein;Putative uncharacterized protein;Putative uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c601380_g1_i1|m.1,Salix_HiSeq_c601380_g1,130,42,87.93,8.25,Control,0.08,0.96,93.22,2.00E-29,112,93,288,61.46,tr|B1N6J8|B1N6J8_9PROT,B1N6J8,109,54.13,Putative uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria,tr|B1N6J8|B1N6J8_9PROT,,112,93,"[('Putative', 1), ('uncharacterized', 1)]",Putative uncharacterized protein,0,0,0,0,0,0,0
Salix_HiSeq_c570963_g1_i2|m.1,Salix_HiSeq_c570963_g1,25,11,8.49,4.03,Control,0.60,0.96,83.67,4.00E-17,84,86,210,70.00,tr|I0HS06|I0HS06_RUBGI,I0HS06,635,7.72,Threonine--tRNA ligase,GO:0005737; GO:0005524; GO:0046872; GO:0004829; GO:0006435,PF03129; PF03129; PF03129; PF03129,0, rge:RGE_24520; ,0, K01868; ,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Rubrivivax,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Rubrivivax,tr|I0HS06|I0HS06_RUBGI;tr|F3LPZ4|F3LPZ4_9BURK,,84;84,86;86,"[('ligase', 2), ('Threonine--tRNA', 2)]",Threonine--tRNA ligase;Threonine--tRNA ligase,GO:0005737;GO:0005524;GO:0046872;GO:0004829;GO:0006435;GO:0005737;GO:0006435,PF03129;PF03129;PF03129,0,rge:RGE_24520,0,K01868,0
Salix_HiSeq_c555776_g1_i1|m.1,Salix_HiSeq_c555776_g1_i1,43,0,15.79,0.00,Control,0.00,1.00,63.27,2.00E-32,121,60,108,89.81,tr|A0A0L6TBS5|A0A0L6TBS5_9BURK,A0A0L6TBS5,131,74.81,Uncharacterized protein,0,PF00545,0,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Methylibium,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Methylibium,tr|A0A0L6TBS5|A0A0L6TBS5_9BURK;gi|518256716|ref|WP_019426924.1|,Methylibium;Limnohabitans sp. Rim28,121;125,60;58,"[('Rim28]', 1), ('[Limnohabitans', 1), ('sp.', 1), ('hypothetical', 1), ('Uncharacterized', 1)]",Uncharacterized protein;hypothetical protein [Limnohabitans sp. Rim28],0,PF00545,0,0,0,0,0
Salix_HiSeq_c595463_g1_i3|m.1,Salix_HiSeq_c595463_g1,1,125,0.42,21.97,Treatment,47.49,1.00,77.66,2.00E-37,133,71,284,99.30,tr|B3D9S7|B3D9S7_BURM1,B3D9S7,123,76.42,Uncharacterized protein,0,0,0, bmj:BMULJ_05092; ,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex,tr|B3D9S7|B3D9S7_BURM1;tr|B1N6J8|B1N6J8_9PROT,,133;127,71;64,"[('uncharacterized', 1), ('Putative', 1), ('Uncharacterized', 1)]",Uncharacterized protein;Putative uncharacterized protein,0,0,0,bmj:BMULJ_05092,0,0,0
Salix_HiSeq_c601578_g3_i4|m.21,Salix_HiSeq_c601578_g3_i4,19,271,0.12,0.82,Treatment,14.87,1.00,55.32,2.00E-18,86,46,106,87.74,tr|B1FPR3|B1FPR3_9BURK,B1FPR3,194,48.45,Uncharacterized protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex,tr|B1FPR3|B1FPR3_9BURK;gi|170131950|gb|EDT00464.1|,Burkholderia cepacia complex;Burkholderia ambifaria IOP40-10,86;86,46;46,"[('IOP40-10]', 1), ('ambifaria', 1), ('Uncharacterized', 1), ('[Burkholderia', 1), ('hypothetical', 1)]",Uncharacterized protein;hypothetical protein BamIOP4010DRAFT_6024 [Burkholderia ambifaria IOP40-10],0,0,0,0,0,0,0
Salix_HiSeq_c583497_g1_i1|m.4,Salix_HiSeq_c583497_g1_i1,16,110,0.39,1.44,Treatment,7.53,0.95,34.55,1.00E-08,62,30,122,90.16,tr|Q3JP61|Q3JP61_BURP1,Q3JP61,919,11.97,Uncharacterized protein,0,0,0,bpm:BURPS1710b_3272,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia,pseudomallei group,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group,tr|Q3JP61|Q3JP61_BURP1;gi|76578948|gb|ABA48423.1|,pseudomallei group;Burkholderia pseudomallei 1710b,62;62,30;30,"[('Uncharacterized', 1), ('pseudomallei', 1), ('[Burkholderia', 1), ('BURPS1710b_3272', 1), ('hypothetical', 1)]",Uncharacterized protein;hypothetical protein BURPS1710b_3272 [Burkholderia pseudomallei 1710b],0,0,0,bpm:BURPS1710b_3272,0,0,0
Salix_HiSeq_c602185_g2_i2|m.2,Salix_HiSeq_c602185_g2_i2,4,35,0.29,1.60,Treatment,10.90,0.99,58.75,7.00E-46,169,56,187,85.56,tr|Q3JXV9|Q3JXV9_BURP1,Q3JXV9,620,25.65,Uncharacterized protein,0,0,0,bpm:BURPS1710b_0178,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia,pseudomallei group,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group,tr|Q3JXV9|Q3JXV9_BURP1;gi|76581029|gb|ABA50504.1|,pseudomallei group;Burkholderia pseudomallei 1710b,169;169,56;56,"[('Uncharacterized', 1), ('pseudomallei', 1), ('[Burkholderia', 1), ('BURPS1710b_0178', 1), ('hypothetical', 1)]",Uncharacterized protein;hypothetical protein BURPS1710b_0178 [Burkholderia pseudomallei 1710b],0,0,0,bpm:BURPS1710b_0178,0,0,0
Salix_HiSeq_c583734_g1_i1|m.1,Salix_HiSeq_c583734_g1,39,6,16.89,1.32,Control,0.06,1.00,70.59,9.00E-16,78,74,209,73.21,tr|H5WQ21|H5WQ21_9BURK,H5WQ21,291,17.53,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0050515; GO:0005524; GO:0019288; GO:0016114,PF00288,PTHR20861:SF2,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales;Burkholderiales,tr|H5WQ21|H5WQ21_9BURK,,78,74,"[('4-diphosphocytidyl-2-C-methyl-D-erythritol', 1), ('kinase', 1)]",4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0050515;GO:0005524;GO:0019288;GO:0016114,PF00288,PTHR20861:SF2,0,0,0,0
